0.000000 0
-0.000006 0
0.000008 0
-0.000007 0
0.000001 3745
0.000004 0
-0.000008 0
0.000007 0
-0.000003 16688
-0.000003 3360
0.000007 30577
-0.000008 0
0.000005 16688
0.000001 3360
-0.000006 30577
0.000008 0
-0.000006 -4544
0.000001 -2517
0.000005 24981
-0.000008 0
0.000007 -4544
-0.000003 -2517
-0.000003 24981
0.000007 0
-0.000008 0
0.000004 0
0.000001 0
-0.000006 0
0.000008 0
-0.000006 0
0.000001 0
0.000005 0
-0.000008 0
0.000007 0
-0.000002 0
-0.000003 0
0.000008 0
-0.000008 0
0.000004 0
0.000002 0
-0.000007 0
0.000008 0
-0.000006 0
0.000000 0
0.000005 0
-0.000008 0
0.000007 0
-0.000002 0
-0.000004 0
0.000008 0
-0.000008 0
0.000004 0
0.000002 0
-0.000007 0
0.000008 0
-0.000005 0
-0.000000 0
0.000006 0
-0.000008 0
0.000006 0
-0.000002 0
-0.000004 0
0.000008 0
-0.000007 0
0.000003 0
0.000002 0
-0.000007 0
0.000008 0
-0.000005 0
-0.000001 0
0.000006 0
-0.000008 0
0.000006 0
-0.000001 0
-0.000005 0
0.000008 0
-0.000007 0
0.000003 0
0.000003 0
-0.000007 0
0.000008 0
-0.000004 0
-0.000001 0
0.000006 0
-0.000008 0
0.000006 0
-0.000001 0
-0.000005 0
0.000008 0
-0.000007 0
0.000002 0
0.000003 0
-0.000008 0
0.000008 0
-0.000004 0
-0.000002 0
0.000007 0
-0.000008 0
0.000006 0
-0.000000 0
-0.000006 0
0.000008 0
-0.000007 0
0.000002 0
0.000004 0
-0.000008 0
0.000008 0
-0.000004 0
-0.000002 0
0.000007 0
-0.000008 0
0.000005 0
0.000000 0
-0.000006 0
0.000008 0
-0.000007 0
0.000001 0
0.000004 0
-0.000008 0
0.000007 0
-0.000003 0
-0.000002 0
0.000007 0
-0.000008 0
0.000005 0
0.000001 0
-0.000006 0
0.000008 0
-0.000006 0
0.000001 0
0.000005 0
-0.000008 0
0.000007 0
-0.000003 0
-0.000003 0
0.000007 0
-0.000008 0
0.000005 0
0.000001 0
-0.000006 0
0.000008 0
-0.000006 0
0.000001 0
0.000005 0
-0.000008 -1
0.000007 -1
-0.000003 -1
-0.000003 -1
0.000007 -1
-0.000008 -1
0.000004 -1
0.000001 -1
-0.000007 -1
0.000008 -1
-0.000006 -1
0.000000 -1
0.000005 -1
-0.000008 -1
0.000007 -1
-0.000002 -1
-0.000004 -1
0.000008 -1
-0.000008 -1
0.000004 -1
0.000002 0
-0.000007 0
0.000008 0
-0.000005 0
-0.000000 0
0.000006 0
-0.000008 0
0.000006 0
-0.000002 0
-0.000004 0
0.000008 0
-0.000008 0
0.000004 0
0.000002 0
-0.000007 0
0.000008 0
-0.000005 2065
-0.000001 0
0.000006 0
-0.000008 0
0.000006 -12512
-0.000001 -2517
-0.000005 24981
0.000008 0
-0.000007 15136
0.000003 3360
0.000003 30577
-0.000008 0
0.000008 0
-0.000005 0
-0.000001 0
0.000006 0
-0.000008 0
